ShipmentID;ClientID;ClientName;OriginCountry;OriginCity;OriginCode;DestCountry;DestCity;DestCode;TransportMode;Carrier;HS_Code;CustomsRegime;BookingDate;DepartureDate;ArrivalDate;ClearanceDate;TransitDays;ClearanceDays;OnTime;Direction;CargoValueEUR;DutyRatePct;DutyPayableEUR;DutySavedEUR;DutyPaidEUR
SHP0652;CLT004;Solaris Chemical Solutions;China;Shanghai;CN;Portugal;Lisbon;PT;Sea;FedEx;8428.90;IP Relief;2024-07-20;2024-07-26;2024-08-15;2024-08-21;20;6;FALSE;Import;107198,68;1,7;1822,38;1213,1;609,28
SHP0653;CLT010;Quantum Tech Imports;Bangladesh;Dhaka;BD;Poland;Gdansk;PL;Road;FedEx;8471.30;FTA Relief;2023-10-22;2023-10-31;2023-11-06;2023-11-09;6;3;TRUE;Export;112337,12;0;0;0;0
SHP0654;CLT010;Quantum Tech Imports;South Korea;Busan;KR;France;Le Havre;FR;Sea;FedEx;2917.36;Standard Entry;2024-10-30;2024-11-06;2024-12-17;2024-12-24;41;7;FALSE;Import;120719,59;5,5;6639,58;0;6639,58
SHP0655;CLT010;Quantum Tech Imports;Vietnam;Ho Chi Minh City;VN;Spain;Barcelona;ES;Road;MSC;3004.90;Temporary Admission;2023-05-13;2023-05-18;2023-05-23;2023-05-25;5;2;TRUE;Import;153408,51;0;0;0;0
SHP0656;CLT008;Ironclad Steel Works;Turkey;Istanbul;TR;Netherlands;Rotterdam;NL;Sea;DB Schenker;8471.30;Standard Entry;2024-01-03;2024-01-10;2024-02-05;2024-02-11;26;6;FALSE;Import;43858,34;0;0;0;0
SHP0657;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;Belgium;Antwerp;BE;Sea;Kuehne+Nagel;6204.62;Standard Entry;2024-07-29;2024-08-07;2024-09-01;2024-09-04;25;3;TRUE;Export;248447,39;12;29813,69;0;29813,69
SHP0658;CLT001;Meridian Electronics Ltd;Thailand;Bangkok;TH;Spain;Barcelona;ES;Sea;DB Schenker;8428.90;Standard Entry;2023-04-17;2023-04-19;2023-05-29;2023-06-02;40;4;FALSE;Import;200751,79;1,7;3412,78;0;3412,78
SHP0659;CLT002;Atlas Apparel Group;Mexico;Mexico City;MX;Sweden;Gothenburg;SE;Rail;MSC;6110.20;End Use Relief;2023-02-12;2023-02-15;2023-03-03;2023-03-05;16;2;TRUE;Export;159331,9;12;19119,83;15387,72;3732,11
SHP0660;CLT003;Crestwood Automotive Parts;Turkey;Istanbul;TR;Poland;Gdansk;PL;Rail;DB Schenker;2106.90;Standard Entry;2023-04-12;2023-04-19;2023-04-29;2023-05-02;10;3;TRUE;Import;205694,39;9;18512,5;0;18512,5
SHP0661;CLT004;Solaris Chemical Solutions;South Korea;Busan;KR;Belgium;Antwerp;BE;Rail;Maersk;6204.62;Temporary Admission;2023-12-16;2023-12-26;2024-01-07;2024-01-09;12;2;TRUE;Import;25882,3;12;3105,88;2716,05;389,83
SHP0662;CLT006;Vortex Machinery Co.;Vietnam;Ho Chi Minh City;VN;France;Le Havre;FR;Rail;DB Schenker;2917.36;FTA Relief;2023-05-22;2023-05-30;2023-06-19;2023-06-23;20;4;FALSE;Export;229914,91;5,5;12645,32;12258,62;386,7
SHP0663;CLT001;Meridian Electronics Ltd;South Korea;Busan;KR;France;Le Havre;FR;Rail;Maersk;7208.51;End Use Relief;2023-03-13;2023-03-20;2023-03-29;2023-04-01;9;3;TRUE;Import;103404,46;0;0;0;0
SHP0664;CLT001;Meridian Electronics Ltd;Japan;Tokyo;JP;United Kingdom;Felixstowe;GB;Road;CMA CGM;8443.32;End Use Relief;2023-03-01;2023-03-09;2023-03-16;2023-03-20;7;4;FALSE;Export;222016,8;0;0;0;0
SHP0665;CLT006;Vortex Machinery Co.;Bangladesh;Dhaka;BD;United Kingdom;Felixstowe;GB;Rail;Evergreen;8443.32;End Use Relief;2024-09-17;2024-09-25;2024-10-05;2024-10-09;10;4;FALSE;Import;162750,44;0;0;0;0
SHP0666;CLT006;Vortex Machinery Co.;Japan;Tokyo;JP;Netherlands;Rotterdam;NL;Sea;MSC;8471.30;End Use Relief;2023-12-09;2023-12-13;2024-01-12;2024-01-17;30;5;FALSE;Import;248021,37;0;0;0;0
SHP0667;CLT009;GreenLeaf Organics;Thailand;Bangkok;TH;Spain;Barcelona;ES;Air;DHL Express;8542.31;Standard Entry;2023-06-13;2023-06-15;2023-06-17;2023-06-24;2;7;FALSE;Export;137283,5;0;0;0;0
SHP0668;CLT004;Solaris Chemical Solutions;Turkey;Istanbul;TR;Belgium;Antwerp;BE;Air;MSC;7208.51;Standard Entry;2024-01-17;2024-01-27;2024-01-31;2024-02-03;4;3;TRUE;Import;35334,19;0;0;0;0
SHP0669;CLT008;Ironclad Steel Works;Turkey;Istanbul;TR;Sweden;Gothenburg;SE;Road;Maersk;2106.90;IP Relief;2023-08-30;2023-09-06;2023-09-12;2023-09-15;6;3;TRUE;Import;74711,2;9;6724,01;5208,93;1515,08
SHP0670;CLT007;BlueSky Pharmaceuticals;Thailand;Bangkok;TH;Netherlands;Rotterdam;NL;Sea;DHL Express;0901.11;End Use Relief;2023-07-17;2023-07-24;2023-09-06;2023-09-10;44;4;FALSE;Import;29007,02;0;0;0;0
SHP0671;CLT002;Atlas Apparel Group;USA;New York;US;United Kingdom;Felixstowe;GB;Air;CMA CGM;2106.90;FTA Relief;2024-04-01;2024-04-08;2024-04-10;2024-04-16;2;6;FALSE;Import;133932,62;9;12053,94;10564,94;1489
SHP0672;CLT005;Pinnacle Foods International;Mexico;Mexico City;MX;Poland;Gdansk;PL;Road;FedEx;2106.90;Standard Entry;2024-05-16;2024-05-20;2024-05-29;2024-05-31;9;2;TRUE;Import;128917,54;9;11602,58;0;11602,58
SHP0673;CLT008;Ironclad Steel Works;India;Mumbai;IN;Portugal;Lisbon;PT;Rail;DB Schenker;8517.12;Standard Entry;2023-08-06;2023-08-15;2023-08-30;2023-08-31;15;1;TRUE;Export;187891,59;0;0;0;0
SHP0674;CLT002;Atlas Apparel Group;Mexico;Mexico City;MX;Belgium;Antwerp;BE;Sea;MSC;8708.99;End Use Relief;2023-10-24;2023-11-03;2023-11-22;2023-11-24;19;2;TRUE;Export;33846,84;4,5;1523,11;924,11;599
SHP0675;CLT005;Pinnacle Foods International;Turkey;Istanbul;TR;Poland;Gdansk;PL;Sea;CMA CGM;6203.42;End Use Relief;2024-03-07;2024-03-13;2024-04-01;2024-04-04;19;3;TRUE;Import;57817,46;12;6938,1;5458,16;1479,94
SHP0676;CLT001;Meridian Electronics Ltd;USA;New York;US;Portugal;Lisbon;PT;Sea;MSC;6110.20;Standard Entry;2024-03-03;2024-03-09;2024-04-11;2024-04-16;33;5;FALSE;Export;115831,73;12;13899,81;0;13899,81
SHP0677;CLT007;BlueSky Pharmaceuticals;South Korea;Busan;KR;Sweden;Gothenburg;SE;Sea;CMA CGM;0901.11;Standard Entry;2024-04-16;2024-04-25;2024-06-06;2024-06-12;42;6;FALSE;Export;115023,31;0;0;0;0
SHP0678;CLT002;Atlas Apparel Group;Mexico;Mexico City;MX;Sweden;Gothenburg;SE;Air;FedEx;6204.62;Temporary Admission;2023-12-14;2023-12-16;2023-12-22;2023-12-28;6;6;FALSE;Import;223060,58;12;26767,27;25353,49;1413,78
SHP0679;CLT003;Crestwood Automotive Parts;China;Shanghai;CN;Sweden;Gothenburg;SE;Road;Evergreen;0901.11;Standard Entry;2023-05-07;2023-05-12;2023-05-16;2023-05-21;4;5;FALSE;Import;137749,41;0;0;0;0
SHP0680;CLT010;Quantum Tech Imports;Thailand;Bangkok;TH;Netherlands;Rotterdam;NL;Rail;UPS;0901.11;Standard Entry;2023-05-04;2023-05-14;2023-06-01;2023-06-03;18;2;TRUE;Export;240782,31;0;0;0;0
SHP0681;CLT004;Solaris Chemical Solutions;Vietnam;Ho Chi Minh City;VN;Sweden;Gothenburg;SE;Air;MSC;8542.31;End Use Relief;2024-09-13;2024-09-21;2024-09-25;2024-09-30;4;5;FALSE;Import;16020,99;0;0;0;0
SHP0682;CLT006;Vortex Machinery Co.;Japan;Tokyo;JP;France;Le Havre;FR;Air;Maersk;6110.20;End Use Relief;2023-11-21;2023-11-27;2023-12-02;2023-12-03;5;1;TRUE;Import;33087,93;12;3970,55;2123,32;1847,23
SHP0683;CLT005;Pinnacle Foods International;India;Mumbai;IN;France;Le Havre;FR;Sea;MSC;6203.42;IP Relief;2024-02-22;2024-02-26;2024-04-05;2024-04-06;39;1;TRUE;Import;155546,48;12;18665,58;11457,9;7207,68
SHP0684;CLT001;Meridian Electronics Ltd;Turkey;Istanbul;TR;Belgium;Antwerp;BE;Sea;DHL Express;6203.42;Temporary Admission;2023-11-28;2023-12-06;2024-01-01;2024-01-08;26;7;FALSE;Import;225377,87;12;27045,34;21916,88;5128,46
SHP0685;CLT010;Quantum Tech Imports;Mexico;Mexico City;MX;Netherlands;Rotterdam;NL;Air;DB Schenker;8542.31;End Use Relief;2024-01-30;2024-02-05;2024-02-07;2024-02-08;2;1;TRUE;Import;82992,43;0;0;0;0
SHP0686;CLT008;Ironclad Steel Works;China;Shanghai;CN;Belgium;Antwerp;BE;Road;Hapag-Lloyd;8443.32;Standard Entry;2023-10-03;2023-10-08;2023-10-12;2023-10-19;4;7;FALSE;Import;140903,33;0;0;0;0
SHP0687;CLT005;Pinnacle Foods International;Mexico;Mexico City;MX;Belgium;Antwerp;BE;Air;MSC;6110.20;Standard Entry;2024-05-27;2024-05-31;2024-06-03;2024-06-06;3;3;TRUE;Import;137407,74;12;16488,93;0;16488,93
SHP0688;CLT004;Solaris Chemical Solutions;Thailand;Bangkok;TH;Belgium;Antwerp;BE;Air;UPS;8471.30;Standard Entry;2024-04-20;2024-04-26;2024-05-02;2024-05-08;6;6;FALSE;Import;243160,04;0;0;0;0
SHP0689;CLT001;Meridian Electronics Ltd;South Korea;Busan;KR;Spain;Barcelona;ES;Air;Evergreen;6110.20;Standard Entry;2024-01-25;2024-01-30;2024-02-03;2024-02-08;4;5;FALSE;Export;210967,63;12;25316,12;0;25316,12
SHP0690;CLT001;Meridian Electronics Ltd;India;Mumbai;IN;Portugal;Lisbon;PT;Air;MSC;8708.29;Standard Entry;2024-02-09;2024-02-12;2024-02-19;2024-02-26;7;7;FALSE;Export;39214,32;4,5;1764,64;0;1764,64
SHP0691;CLT007;BlueSky Pharmaceuticals;Vietnam;Ho Chi Minh City;VN;Sweden;Gothenburg;SE;Air;DHL Express;8443.32;Standard Entry;2023-12-17;2023-12-23;2023-12-30;2024-01-06;7;7;FALSE;Export;178399,75;0;0;0;0
SHP0692;CLT004;Solaris Chemical Solutions;Bangladesh;Dhaka;BD;Italy;Genoa;IT;Sea;UPS;8428.90;IP Relief;2023-01-17;2023-01-21;2023-03-02;2023-03-08;40;6;FALSE;Import;230953,16;1,7;3926,2;2799,68;1126,52
SHP0693;CLT001;Meridian Electronics Ltd;India;Mumbai;IN;Belgium;Antwerp;BE;Air;UPS;8542.31;Temporary Admission;2024-07-05;2024-07-08;2024-07-10;2024-07-15;2;5;FALSE;Import;12582,14;0;0;0;0
SHP0694;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;Belgium;Antwerp;BE;Rail;Kuehne+Nagel;8708.99;Temporary Admission;2023-07-01;2023-07-03;2023-07-23;2023-07-24;20;1;TRUE;Import;118359,67;4,5;5326,19;5258,28;67,91
SHP0695;CLT001;Meridian Electronics Ltd;Vietnam;Ho Chi Minh City;VN;United Kingdom;Felixstowe;GB;Rail;Evergreen;3004.90;Standard Entry;2024-01-02;2024-01-05;2024-01-16;2024-01-23;11;7;FALSE;Export;155293,46;0;0;0;0
SHP0696;CLT004;Solaris Chemical Solutions;Vietnam;Ho Chi Minh City;VN;Poland;Gdansk;PL;Sea;Maersk;8708.29;Temporary Admission;2024-12-21;2024-12-26;2025-02-04;2025-02-05;40;1;TRUE;Import;53041,26;4,5;2386,86;2301,47;85,39
SHP0697;CLT002;Atlas Apparel Group;Turkey;Istanbul;TR;Sweden;Gothenburg;SE;Air;UPS;6203.42;End Use Relief;2023-07-18;2023-07-22;2023-07-29;2023-07-30;7;1;TRUE;Import;149100,32;12;17892,04;13617,47;4274,57
SHP0698;CLT005;Pinnacle Foods International;Mexico;Mexico City;MX;Netherlands;Rotterdam;NL;Air;Evergreen;6204.62;Standard Entry;2023-01-24;2023-02-03;2023-02-10;2023-02-15;7;5;FALSE;Import;66965,66;12;8035,88;0;8035,88
SHP0699;CLT001;Meridian Electronics Ltd;Japan;Tokyo;JP;United Kingdom;Felixstowe;GB;Rail;DHL Express;2917.36;Temporary Admission;2023-10-08;2023-10-18;2023-10-27;2023-10-31;9;4;FALSE;Import;126415,81;5,5;6952,87;6281,58;671,29
SHP0700;CLT004;Solaris Chemical Solutions;China;Shanghai;CN;Spain;Barcelona;ES;Air;DB Schenker;2106.90;IP Relief;2023-01-06;2023-01-11;2023-01-16;2023-01-19;5;3;TRUE;Import;25043,18;9;2253,89;1578,03;675,86
SHP0701;CLT004;Solaris Chemical Solutions;Japan;Tokyo;JP;Germany;Hamburg;DE;Sea;Hapag-Lloyd;6203.42;IP Relief;2023-11-15;2023-11-18;2023-12-08;2023-12-09;20;1;TRUE;Export;122591,77;12;14711,01;11516,08;3194,93
SHP0702;CLT005;Pinnacle Foods International;Vietnam;Ho Chi Minh City;VN;Germany;Hamburg;DE;Air;Hapag-Lloyd;8708.99;Standard Entry;2023-12-08;2023-12-13;2023-12-19;2023-12-20;6;1;TRUE;Import;195058,62;4,5;8777,64;0;8777,64
SHP0703;CLT002;Atlas Apparel Group;South Korea;Busan;KR;Sweden;Gothenburg;SE;Sea;MSC;8471.30;Standard Entry;2024-01-22;2024-01-25;2024-02-22;2024-02-29;28;7;FALSE;Import;36246,27;0;0;0;0
SHP0704;CLT001;Meridian Electronics Ltd;Turkey;Istanbul;TR;Sweden;Gothenburg;SE;Road;FedEx;8517.12;Standard Entry;2024-11-24;2024-12-04;2024-12-07;2024-12-08;3;1;TRUE;Import;77254,61;0;0;0;0
SHP0705;CLT007;BlueSky Pharmaceuticals;USA;New York;US;Sweden;Gothenburg;SE;Rail;FedEx;6204.62;End Use Relief;2024-11-06;2024-11-08;2024-11-25;2024-11-29;17;4;FALSE;Import;99060,41;12;11887,25;9251,94;2635,31
SHP0706;CLT006;Vortex Machinery Co.;China;Shanghai;CN;Poland;Gdansk;PL;Air;DHL Express;8428.90;FTA Relief;2023-04-21;2023-04-23;2023-04-25;2023-04-30;2;5;FALSE;Import;179758,35;1,7;3055,89;2682,66;373,23
SHP0707;CLT010;Quantum Tech Imports;India;Mumbai;IN;Portugal;Lisbon;PT;Sea;DHL Express;2917.36;Temporary Admission;2024-09-27;2024-10-01;2024-11-02;2024-11-04;32;2;TRUE;Import;38729,81;5,5;2130,14;1722,89;407,25
SHP0708;CLT005;Pinnacle Foods International;Mexico;Mexico City;MX;Belgium;Antwerp;BE;Air;DHL Express;8708.29;End Use Relief;2024-07-08;2024-07-12;2024-07-15;2024-07-19;3;4;FALSE;Export;80625,23;4,5;3628,14;2249,5;1378,64
SHP0709;CLT001;Meridian Electronics Ltd;Thailand;Bangkok;TH;Sweden;Gothenburg;SE;Road;CMA CGM;8471.30;FTA Relief;2024-06-03;2024-06-11;2024-06-14;2024-06-17;3;3;TRUE;Import;52874,75;0;0;0;0
SHP0710;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;Netherlands;Rotterdam;NL;Road;UPS;7208.51;Standard Entry;2024-04-23;2024-04-30;2024-05-08;2024-05-13;8;5;FALSE;Export;78409,74;0;0;0;0
SHP0711;CLT003;Crestwood Automotive Parts;USA;New York;US;Poland;Gdansk;PL;Rail;Maersk;2106.90;FTA Relief;2023-01-04;2023-01-09;2023-01-27;2023-02-02;18;6;FALSE;Import;61417,13;9;5527,54;4903,9;623,64
SHP0712;CLT008;Ironclad Steel Works;Bangladesh;Dhaka;BD;Belgium;Antwerp;BE;Sea;FedEx;6203.42;Standard Entry;2024-01-07;2024-01-10;2024-01-28;2024-01-31;18;3;TRUE;Import;12354,31;12;1482,52;0;1482,52
SHP0713;CLT003;Crestwood Automotive Parts;Turkey;Istanbul;TR;Poland;Gdansk;PL;Sea;Kuehne+Nagel;8443.32;IP Relief;2023-02-14;2023-02-19;2023-03-09;2023-03-11;18;2;TRUE;Export;74604,72;0;0;0;0
SHP0714;CLT003;Crestwood Automotive Parts;Bangladesh;Dhaka;BD;Portugal;Lisbon;PT;Sea;CMA CGM;6204.62;Standard Entry;2023-06-30;2023-07-06;2023-08-19;2023-08-20;44;1;TRUE;Import;10143,47;12;1217,22;0;1217,22
SHP0715;CLT007;BlueSky Pharmaceuticals;USA;New York;US;Italy;Genoa;IT;Sea;Evergreen;2106.90;FTA Relief;2024-01-14;2024-01-21;2024-03-04;2024-03-10;43;6;FALSE;Import;46983,15;9;4228,48;3628,37;600,11
SHP0716;CLT002;Atlas Apparel Group;USA;New York;US;France;Le Havre;FR;Sea;Hapag-Lloyd;6204.62;End Use Relief;2024-01-23;2024-01-30;2024-03-10;2024-03-13;40;3;TRUE;Import;151889,54;12;18226,74;15345,89;2880,85
SHP0717;CLT001;Meridian Electronics Ltd;Mexico;Mexico City;MX;Sweden;Gothenburg;SE;Sea;DB Schenker;8708.29;FTA Relief;2023-12-02;2023-12-04;2023-12-29;2024-01-04;25;6;FALSE;Import;199924,92;4,5;8996,62;8653,45;343,17
SHP0718;CLT004;Solaris Chemical Solutions;USA;New York;US;Poland;Gdansk;PL;Rail;Kuehne+Nagel;8517.12;FTA Relief;2024-06-04;2024-06-14;2024-06-28;2024-07-01;14;3;TRUE;Export;127154,01;0;0;0;0
SHP0719;CLT006;Vortex Machinery Co.;Thailand;Bangkok;TH;Poland;Gdansk;PL;Road;UPS;2106.90;IP Relief;2024-08-18;2024-08-20;2024-08-29;2024-08-31;9;2;TRUE;Import;58783,94;9;5290,55;3021,17;2269,38
SHP0720;CLT007;BlueSky Pharmaceuticals;Vietnam;Ho Chi Minh City;VN;Spain;Barcelona;ES;Air;FedEx;8428.90;FTA Relief;2024-01-19;2024-01-29;2024-02-02;2024-02-03;4;1;TRUE;Import;37910,93;1,7;644,49;467,39;177,1
SHP0721;CLT009;GreenLeaf Organics;Bangladesh;Dhaka;BD;Netherlands;Rotterdam;NL;Air;Maersk;2106.90;End Use Relief;2024-09-28;2024-10-06;2024-10-10;2024-10-14;4;4;FALSE;Import;119549,99;9;10759,5;6919,79;3839,71
SHP0722;CLT006;Vortex Machinery Co.;Turkey;Istanbul;TR;Belgium;Antwerp;BE;Sea;CMA CGM;2106.90;FTA Relief;2023-09-29;2023-10-02;2023-11-09;2023-11-12;38;3;TRUE;Import;225861,58;9;20327,54;16025,32;4302,22
SHP0723;CLT005;Pinnacle Foods International;Vietnam;Ho Chi Minh City;VN;Germany;Hamburg;DE;Sea;MSC;8708.99;Standard Entry;2024-07-13;2024-07-20;2024-08-13;2024-08-15;24;2;TRUE;Export;170401,29;4,5;7668,06;0;7668,06
SHP0724;CLT005;Pinnacle Foods International;Turkey;Istanbul;TR;Netherlands;Rotterdam;NL;Road;Kuehne+Nagel;6203.42;Standard Entry;2024-07-10;2024-07-12;2024-07-19;2024-07-26;7;7;FALSE;Export;78371,17;12;9404,54;0;9404,54
SHP0725;CLT007;BlueSky Pharmaceuticals;Japan;Tokyo;JP;Sweden;Gothenburg;SE;Rail;Maersk;2106.90;Standard Entry;2024-06-08;2024-06-12;2024-07-02;2024-07-09;20;7;FALSE;Import;102388,79;9;9214,99;0;9214,99
SHP0726;CLT004;Solaris Chemical Solutions;South Korea;Busan;KR;Netherlands;Rotterdam;NL;Air;Kuehne+Nagel;8542.31;End Use Relief;2024-04-24;2024-05-03;2024-05-10;2024-05-13;7;3;TRUE;Import;199019,15;0;0;0;0
SHP0727;CLT007;BlueSky Pharmaceuticals;Japan;Tokyo;JP;Netherlands;Rotterdam;NL;Air;UPS;6110.20;End Use Relief;2023-01-31;2023-02-04;2023-02-08;2023-02-13;4;5;FALSE;Import;219068,8;12;26288,26;15955,66;10332,6
SHP0728;CLT008;Ironclad Steel Works;Bangladesh;Dhaka;BD;Italy;Genoa;IT;Sea;FedEx;2917.36;Standard Entry;2024-02-18;2024-02-28;2024-04-10;2024-04-13;42;3;TRUE;Import;84889,48;5,5;4668,92;0;4668,92
SHP0729;CLT010;Quantum Tech Imports;China;Shanghai;CN;France;Le Havre;FR;Sea;DHL Express;8428.90;Standard Entry;2024-09-09;2024-09-17;2024-10-24;2024-10-28;37;4;FALSE;Import;55030,13;1,7;935,51;0;935,51
SHP0730;CLT002;Atlas Apparel Group;Thailand;Bangkok;TH;Belgium;Antwerp;BE;Sea;UPS;8517.12;IP Relief;2024-08-06;2024-08-12;2024-09-13;2024-09-14;32;1;TRUE;Import;46998,8;0;0;0;0
SHP0731;CLT001;Meridian Electronics Ltd;Mexico;Mexico City;MX;Poland;Gdansk;PL;Sea;CMA CGM;6204.62;Standard Entry;2024-01-31;2024-02-05;2024-03-03;2024-03-05;27;2;TRUE;Import;76320,85;12;9158,5;0;9158,5
SHP0732;CLT008;Ironclad Steel Works;China;Shanghai;CN;Italy;Genoa;IT;Air;Maersk;6203.42;IP Relief;2024-02-25;2024-02-29;2024-03-05;2024-03-06;5;1;TRUE;Import;36638,73;12;4396,65;2842,19;1554,46
SHP0733;CLT007;BlueSky Pharmaceuticals;Vietnam;Ho Chi Minh City;VN;France;Le Havre;FR;Rail;Hapag-Lloyd;8708.29;Temporary Admission;2024-12-27;2025-01-05;2025-01-23;2025-01-25;18;2;TRUE;Import;152908,81;4,5;6880,9;6797,17;83,73
SHP0734;CLT009;GreenLeaf Organics;South Korea;Busan;KR;Spain;Barcelona;ES;Sea;Maersk;6203.42;Temporary Admission;2023-03-07;2023-03-15;2023-04-28;2023-05-03;44;5;FALSE;Import;202853,63;12;24342,44;22034,08;2308,36
SHP0735;CLT008;Ironclad Steel Works;South Korea;Busan;KR;Sweden;Gothenburg;SE;Sea;MSC;8708.29;Standard Entry;2024-04-12;2024-04-18;2024-05-17;2024-05-21;29;4;FALSE;Import;155191,74;4,5;6983,63;0;6983,63
SHP0736;CLT007;BlueSky Pharmaceuticals;Vietnam;Ho Chi Minh City;VN;France;Le Havre;FR;Air;FedEx;2106.90;Temporary Admission;2024-11-05;2024-11-08;2024-11-11;2024-11-15;3;4;FALSE;Import;176167,97;9;15855,12;12822,56;3032,56
SHP0737;CLT005;Pinnacle Foods International;Thailand;Bangkok;TH;Spain;Barcelona;ES;Road;MSC;7208.51;Standard Entry;2023-08-11;2023-08-19;2023-08-29;2023-09-05;10;7;FALSE;Export;140441,85;0;0;0;0
SHP0738;CLT002;Atlas Apparel Group;USA;New York;US;Portugal;Lisbon;PT;Rail;DHL Express;2917.36;Temporary Admission;2023-06-18;2023-06-23;2023-07-05;2023-07-10;12;5;FALSE;Import;15935,62;5,5;876,46;705,85;170,61
SHP0739;CLT007;BlueSky Pharmaceuticals;Bangladesh;Dhaka;BD;Belgium;Antwerp;BE;Rail;Hapag-Lloyd;2917.36;Standard Entry;2023-01-11;2023-01-14;2023-01-26;2023-02-01;12;6;FALSE;Export;229698,56;5,5;12633,42;0;12633,42
SHP0740;CLT008;Ironclad Steel Works;South Korea;Busan;KR;Poland;Gdansk;PL;Sea;MSC;0901.11;Standard Entry;2023-09-06;2023-09-15;2023-10-25;2023-10-27;40;2;TRUE;Export;120342,99;0;0;0;0
SHP0741;CLT003;Crestwood Automotive Parts;India;Mumbai;IN;United Kingdom;Felixstowe;GB;Air;MSC;6203.42;IP Relief;2023-05-08;2023-05-16;2023-05-22;2023-05-24;6;2;TRUE;Export;24008,4;12;2881,01;2210,47;670,54
SHP0742;CLT003;Crestwood Automotive Parts;South Korea;Busan;KR;Italy;Genoa;IT;Sea;Hapag-Lloyd;7208.51;Standard Entry;2024-11-22;2024-11-27;2025-01-01;2025-01-05;35;4;FALSE;Import;175701,88;0;0;0;0
SHP0743;CLT007;BlueSky Pharmaceuticals;Turkey;Istanbul;TR;Poland;Gdansk;PL;Sea;Kuehne+Nagel;8471.30;Standard Entry;2024-01-22;2024-01-27;2024-03-09;2024-03-11;42;2;TRUE;Import;96787,95;0;0;0;0
SHP0744;CLT004;Solaris Chemical Solutions;USA;New York;US;United Kingdom;Felixstowe;GB;Air;Maersk;8471.30;IP Relief;2023-07-16;2023-07-19;2023-07-26;2023-07-28;7;2;TRUE;Import;239892,59;0;0;0;0
SHP0745;CLT003;Crestwood Automotive Parts;China;Shanghai;CN;Belgium;Antwerp;BE;Air;MSC;6110.20;IP Relief;2023-11-27;2023-12-02;2023-12-08;2023-12-13;6;5;FALSE;Import;55744,23;12;6689,31;4612,92;2076,39
SHP0746;CLT002;Atlas Apparel Group;Vietnam;Ho Chi Minh City;VN;Netherlands;Rotterdam;NL;Sea;DHL Express;8708.99;FTA Relief;2023-01-16;2023-01-23;2023-02-22;2023-02-23;30;1;TRUE;Import;100350,73;4,5;4515,78;3782,57;733,21
SHP0747;CLT005;Pinnacle Foods International;Mexico;Mexico City;MX;Italy;Genoa;IT;Sea;MSC;8443.32;FTA Relief;2024-02-25;2024-03-05;2024-04-01;2024-04-02;27;1;TRUE;Import;179570,12;0;0;0;0
SHP0748;CLT005;Pinnacle Foods International;USA;New York;US;Sweden;Gothenburg;SE;Sea;FedEx;3004.90;Standard Entry;2023-05-17;2023-05-21;2023-06-18;2023-06-24;28;6;FALSE;Export;191620,49;0;0;0;0
SHP0749;CLT008;Ironclad Steel Works;USA;New York;US;Italy;Genoa;IT;Sea;Kuehne+Nagel;8443.32;End Use Relief;2024-04-04;2024-04-14;2024-05-14;2024-05-20;30;6;FALSE;Import;186744,41;0;0;0;0
SHP0750;CLT004;Solaris Chemical Solutions;China;Shanghai;CN;Sweden;Gothenburg;SE;Rail;MSC;8708.29;FTA Relief;2024-03-14;2024-03-19;2024-04-08;2024-04-13;20;5;FALSE;Import;24450,46;4,5;1100,27;815,59;284,68
SHP0751;CLT005;Pinnacle Foods International;Vietnam;Ho Chi Minh City;VN;France;Le Havre;FR;Air;Hapag-Lloyd;3004.90;Standard Entry;2023-09-01;2023-09-10;2023-09-17;2023-09-23;7;6;FALSE;Import;219946,32;0;0;0;0
SHP0752;CLT005;Pinnacle Foods International;Bangladesh;Dhaka;BD;United Kingdom;Felixstowe;GB;Air;FedEx;3004.90;IP Relief;2023-01-25;2023-02-01;2023-02-04;2023-02-07;3;3;TRUE;Import;64351;0;0;0;0
SHP0753;CLT004;Solaris Chemical Solutions;Mexico;Mexico City;MX;Belgium;Antwerp;BE;Air;DHL Express;6203.42;Temporary Admission;2024-10-06;2024-10-09;2024-10-11;2024-10-18;2;7;FALSE;Import;125452,36;12;15054,28;14914,76;139,52
SHP0754;CLT003;Crestwood Automotive Parts;Vietnam;Ho Chi Minh City;VN;France;Le Havre;FR;Sea;CMA CGM;8428.90;End Use Relief;2023-07-29;2023-08-08;2023-09-02;2023-09-03;25;1;TRUE;Import;109428,75;1,7;1860,29;1234,26;626,03
SHP0755;CLT004;Solaris Chemical Solutions;Vietnam;Ho Chi Minh City;VN;Belgium;Antwerp;BE;Sea;Kuehne+Nagel;6204.62;IP Relief;2023-10-20;2023-10-29;2023-12-04;2023-12-10;36;6;FALSE;Import;54343,25;12;6521,19;5229,01;1292,18
SHP0756;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;Belgium;Antwerp;BE;Air;CMA CGM;2106.90;Temporary Admission;2024-03-08;2024-03-16;2024-03-22;2024-03-29;6;7;FALSE;Import;43190,22;9;3887,12;3851,17;35,95
